('overpriced', 'location') = 7.032218417433899
('elegance', 'location') = 7.032218417433899
('modern', 'attractive') = 7.032218417433899
('easy', 'book') = 7.032218417433899
('easy', 'hosts') = 7.032218417433899
('easy', 'allowed') = 7.032218417433899
('easy', 'problem') = 7.032218417433899
('lack', 'adjusted') = 7.032218417433899
('lobby', 'fallen') = 7.032218417433899
('decor', 'thinking') = 7.032218417433899
('decor', 'flowery') = 7.032218417433899
('elegant', 'peaceful') = 7.032218417433898
('parts', 'peaceful') = 7.032218417433898
('quaint', 'quiet') = 7.032218417433898
('for', 'set') = 7.032218417433898
('glass', 'broken') = 7.031394255720032
('go', 'enjoy') = 7.030776443259993
('smelled', 'nothing') = 7.029655903366077
('unique', 'inviting') = 7.028376351139505
('read', 'nervous') = 7.028376351139505
('wonderful', 'delight') = 7.028376351139505
('decided', 'looking') = 7.027417431170077
('knowledge', 'impressed') = 7.027417431170077
('someplace', 'looking') = 7.027417431170077
('deluxe', 'satisfactory') = 7.024544489548478
('enjoy', 'seemed') = 7.024544489548478
('enjoy', 'recommend') = 7.024544489548478
('problems', 'feeling') = 7.024544489548478
('problem', 'humid') = 7.024544489548478
('best', 'motel') = 7.02416186256284
('outdated', 'falling') = 7.0207227785960695
('fitness', 'located') = 7.0207227785960695
('entrance', 'impressive') = 7.0207227785960695
('renovations', 'impressive') = 7.0207227785960695
('furnishings', 'stylish') = 7.0207227785960695
('charge', 'modest') = 7.0207227785960695
('floors', 'appropriate') = 7.0207227785960695
('expedia', 'section') = 7.0207227785960695
('elevator', 'shared') = 7.0207227785960695
('expensive', 'hard') = 7.0207227785960695
('them', 'explain') = 7.0207227785960695
('security', 'people') = 7.0207227785960695
('security', 'concern') = 7.0207227785960695
('booked', 'disappointed') = 7.0195782366551285
('desk', 'acknowledge') = 7.017863124456829
('neat', 'clean') = 7.015271328327636
('gym', 'date') = 7.015009127401676
('peaceful', 'elegant') = 7.015009127401676
('peaceful', 'date') = 7.015009127401676
('bedding', 'shabby') = 7.015009127401676
('spend', 'town') = 7.015009127401676
('gorgeous', 'use') = 7.015009127401676
('love', 'size') = 7.015009127401676
('recommendation', 'made') = 7.014059048315059
('ways', 'satisfied') = 7.0131095944861945
('refrigerator', 'buy') = 7.0131095944861945
('scent', 'same') = 7.0131095944861945
('line', 'deluxe') = 7.0131095944861945
('favorite', 'believe') = 7.0131095944861945
('kind', 'review') = 7.0131095944861945
('kind', 'respectful') = 7.0131095944861945
('great', 'asset') = 7.0131095944861945
('st.', 'busy') = 7.00931801532382
('transfer', 'private') = 7.00931801532382
('activity', 'area') = 7.008371675479531
('anything', 'worry') = 7.008056366759909
('expecting', 'say') = 7.007425955982612
('nyc', 'say') = 7.007425955982612
('filthy', 'strong') = 7.007425955982612
('page', 'say') = 7.007425955982612
('same', 'say') = 7.007425955982612
('least', 'say') = 7.007425955982612
('accommodating', 'food') = 7.007425955982612
('accommodating', 'ended') = 7.007425955982612
('accommodating', 'neighborhood') = 7.007425955982612
('section', 'on') = 7.007425955982612
('section', 'way') = 7.007425955982612
('feeling', 'overall') = 7.007047841698993
('needs', 'help') = 7.0061659602336235
('me', 'help') = 7.0061659602336235
('any', 'looking') = 7.004697354669994
('host', 'gracious') = 7.004278027522473
('crack', 'room') = 7.003649265237128
('justice', 'room') = 7.003649265237128
('patience', 'got') = 7.003649265237128
('efficient', 'room') = 7.003649265237128
('bb', 'suitable') = 7.003649265237128
('liking', 'rooms') = 7.003649265237128
('legs', 'run') = 7.003649265237128
('say', 'service') = 7.003649265237128
('noisy', 'lots') = 7.003649265237128
('noisy', 'motel') = 7.003649265237128
('noisy', 'enough') = 7.003649265237128
('noisy', 'breakfast') = 7.003649265237128
('comfortable', 'accommodation') = 7.003649265237128
('courteous', 'service') = 7.003649265237128
('winery', 'close') = 6.999882435314209
('elevators', 'joke') = 6.999882435314209
('neat', 'experience') = 6.999882435314209
('memorable', 'went') = 6.998002702095986
('carnival', 'went') = 6.998002702095986
('smiles', 'welcome') = 6.998002702095986
('flair', 'have') = 6.998002702095986
('vibe', 'welcome') = 6.998002702095986
('falling', 'have') = 6.998002702095986
('son', 'appreciated') = 6.998002702095986
('expected', 'exquisite') = 6.998002702095986
('point', 'forced') = 6.998002702095986
('request', 'caring') = 6.998002702095986
('safety', 'staying') = 6.998002702095986
('welcome', 'personal') = 6.998002702095986
('bonus', 'helped') = 6.998002702095986
('bonus', 'door') = 6.998002702095986
('big', 'comfortable') = 6.997211967605986
('pool', 'indoor') = 6.9954379706277425
('wanted', 'breakfast') = 6.995187686488932
('description', 'read') = 6.994250567234879
('club', 'attached') = 6.994250567234879
('acceptable', 'place') = 6.994250567234879
('understand', 'place') = 6.994250567234879
('respects', 'other') = 6.994250567234879
('layout', 'similar') = 6.994250567234879
('wish', 'wish') = 6.994250567234879
('wish', 'place') = 6.994250567234879
('fantastic', 'has') = 6.994250567234879
('house', 'occupied') = 6.994250567234879
('sense', 'touch') = 6.994250567234879
('decent', 'away') = 6.994250567234879
('confirmation', 'bed') = 6.994250567234879
('convenience', 'neighborhood') = 6.994250567234879
('convenience', 'beat') = 6.994250567234879
('convenience', 'on') = 6.994250567234879
('opportunity', 'on') = 6.994250567234879
('opportunity', 'closed') = 6.994250567234879
('opportunity', 'offered') = 6.994250567234879
('set', 'day') = 6.994250567234879
('set', 'weekend') = 6.994250567234879
('set', 'standard') = 6.994250567234879
('set', 'visiting') = 6.994250567234879
('set', 'features') = 6.994250567234879
('set', 'separate') = 6.994250567234879
('set', 'nearby') = 6.994250567234879
('set', 'gave') = 6.994250567234879
('set', 'floor') = 6.994250567234879
('set', 'bed') = 6.994250567234879
('like', 'town') = 6.993314056302357
('accessible', 'had') = 6.992003961474543
('made', 'attentive') = 6.990508165549062
('board', 'broken') = 6.989574080025405
('negative', 'find') = 6.989574080025405
('smoke', 'everywhere') = 6.989574080025405
('looks', 'nothing') = 6.989013918868731
('is', 'bonus') = 6.988018613523364
('cleanliness', 'rooms') = 6.987707721368106
('windows', 'upper') = 6.986775446672731
('difficult', 'like') = 6.984912702655542
('think', 'like') = 6.984912702655542
('color', 'like') = 6.984912702655542
('rules', 'like') = 6.984912702655542
('chicago', 'like') = 6.984912702655542
('shades', 'like') = 6.984912702655542
('cooking', 'like') = 6.984912702655542
('seconds', 'like') = 6.984912702655542
('mins', 'like') = 6.984912702655542
('waiting', 'like') = 6.984912702655542
('responsive', 'like') = 6.984912702655542
('sounds', 'like') = 6.984912702655542
('support', 'like') = 6.984912702655542
('appliances', 'like') = 6.984912702655542
('vendors', 'like') = 6.984912702655542
('nuisance', 'like') = 6.984912702655542
('ice', 'like') = 6.984912702655542
('felt', 'like') = 6.984912702655542
('fruit', 'like') = 6.984912702655542
('box', 'like') = 6.984912702655542
('quaint', 'get') = 6.984912702655542
('okay', 'dirty') = 6.984912702655542
('okay', 'location') = 6.984912702655542
('hand', 'so') = 6.984912702655542
('enough', 'competent') = 6.9830523606300146
('comfortable', 'reliable') = 6.9825876497092985
('go', 'add') = 6.9811944144094324
('bugs', 'aware') = 6.9811944144094324
('system', 'impressive') = 6.9811944144094324
('owner', 'aware') = 6.9811944144094324
('better', 'worked') = 6.9811944144094324
('day', 'exhausted') = 6.9811944144094324
('terrific', 'comfortable') = 6.978103144658281
('concierge', 'arranged') = 6.977485684755473
('driver', 'arranged') = 6.977485684755473
('bars', 'lack') = 6.977485684755473
('know', 'come') = 6.977485684755473
('overpriced', 'ok') = 6.975634889067532
('thermostat', 'set') = 6.975634889067532
('broke', 'looked') = 6.975634889067532
('outside', 'sketchy') = 6.975634889067532
('liked', 'looks') = 6.975634889067532
('drinks', 'buy') = 6.975634889067532
('available', 'delicious') = 6.975634889067532
('contact', 'accommodate') = 6.975634889067532
('busy', 'did') = 6.975634889067532
('busy', 'walk') = 6.975634889067532
('shuttle', 'arrange') = 6.975634889067532
('peace', 'personal') = 6.975634889067532
('peace', 'memorable') = 6.975634889067532
('peace', 'quiet') = 6.975634889067532
('thought', 'paid') = 6.975634889067532
('thought', 'ate') = 6.975634889067532
('thought', 'gave') = 6.975634889067532
('thought', 'family') = 6.975634889067532
('thought', 'looks') = 6.975634889067532
('charm', 'retro') = 6.975634889067532
('card', 'accept') = 6.975634889067532
('bar', 'keeping') = 6.975634889067532
('simple', 'tasty') = 6.975634889067531
('felt', 'tasty') = 6.975634889067531
('entry', 'odd') = 6.975634889067531
('chic', 'old') = 6.975634889067531
('atmosphere', 'calm') = 6.973786464675163
('easy', 'area') = 6.973324728380331
('children', 'getaway') = 6.97194040550979
('children', 'accommodation') = 6.97194040550979
('fun', 'have') = 6.970521965673879
('side', 'plus') = 6.9704652570777
('located', 'stylish') = 6.970096705526101
('upgrade', 'executive') = 6.970096705526101
('lovely', 'cleaned') = 6.970096705526101
('comfortable', 'feeling') = 6.970096705526101
('something', 'feeling') = 6.970096705526101
('showing', 'need') = 6.968255358701934
('inn.', 'expect') = 6.968255358701934
('roads', 'expect') = 6.968255358701934
('overhaul', 'need') = 6.968255358701934
('fine', 'alright') = 6.968255358701934
('is', 'need') = 6.968255358701934
('warm', 'beat') = 6.968255358701934
('warm', 'way') = 6.968255358701934
('warm', 'musty') = 6.968255358701934
('warm', 'felt') = 6.968255358701934
('formations', 'gorgeous') = 6.966416359038153
('convenience', 'location') = 6.965104221575362
('needed', 'people') = 6.964579700558535
('needed', 'cool') = 6.964579700558535
('needed', 'problem') = 6.964579700558535
('needed', 'showing') = 6.964579700558535
('needed', 'care') = 6.964579700558535
('needed', 'chose') = 6.964579700558535
('lot', 'charm') = 6.964579700558535
('reception', 'daily') = 6.964579700558535
('noisy', 'time') = 6.9641209010504905
('loved', 'recommend') = 6.963662247401456
('swim', 'enjoy') = 6.963662247401455
('inn', 'review') = 6.963356559289095
('center', 'medical') = 6.962012300545464
('kept', 'able') = 6.961829089542501
('man', 'drunk') = 6.961829089542501
('innkeeper', 'accommodating') = 6.960913383360766
('swim', 'looking') = 6.960303235311541
('they', 'accept') = 6.959867573209215
('fall', 'help') = 6.957256359752677
('victor', 'help') = 6.957256359752677
('ourselves', 'help') = 6.957256359752677
('requests', 'help') = 6.957256359752677
('okay', 'rooms') = 6.956343550458771
('options', 'sausage') = 6.955431318344351
('decided', 'surprised') = 6.95543131834435
('girlfriend', 'surprised') = 6.95543131834435
('looks', 'date') = 6.953608582737533
('standards', 'date') = 6.953608582737533
('housekeeping', 'thorough') = 6.953608582737533
('level', 'consistent') = 6.953608582737533
('gift', 'little') = 6.953608582737533
('bathrooms', 'mind') = 6.953608582737533
('new', 'door') = 6.953608582737533
('details', 'what') = 6.953608582737533
('details', 'hear') = 6.953608582737533
('behavior', 'rude') = 6.953608582737532
('morning', 'worry') = 6.953608582737532
('problem', 'lack') = 6.952394703792643
('find', 'further') = 6.951788147113164
('find', 'lucky') = 6.951788147113164
('find', 'said') = 6.951788147113164
('was', 'lukewarm') = 6.951788147113164
('have', 'fun') = 6.950669019710287
('checked', 'rooms') = 6.948607901679166
('fun', 'relaxing') = 6.948154152645425
('fun', 'walk') = 6.948154152645425
('cool', 'love') = 6.948154152645424
('ski', 'love') = 6.948154152645424
('picked', 'love') = 6.948154152645424
('treated', 'love') = 6.948154152645424
('neighbor', 'love') = 6.948154152645424
('fall', 'love') = 6.948154152645424
('oatmeal', 'love') = 6.948154152645424
('animals', 'love') = 6.948154152645424
('improvement', 'room') = 6.948154152645424
('fun', 'day') = 6.948154152645424
('fun', 'so') = 6.948154152645424
('fun', 'period') = 6.948154152645424
('fun', 'exciting') = 6.948154152645424
('feeling', 'joy') = 6.948154152645424
('feeling', 'back') = 6.948154152645424
('feeling', 'gave') = 6.948154152645424
('family', 'like') = 6.946438554840906
('get', 'issue') = 6.945434651291833
('much', 'breakfast') = 6.945434651291833
('dish', 'favorite') = 6.9427202665947965
('particular', 'favorite') = 6.9427202665947965
('couch', 'plus') = 6.9427202665947965
('joy', 'true') = 6.9427202665947965
('kitchenette', 'expected') = 6.9427202665947965
('highlight', 'true') = 6.9427202665947965
('fresh', 'expected') = 6.9427202665947965
('mall', 'greatest') = 6.9427202665947965
('outlets', 'loose') = 6.9427202665947965
('bars', 'loose') = 6.9427202665947965
('wanted', 'offered') = 6.9427202665947965
('able', 'touch') = 6.9427202665947965
('friendliness', 'greeted') = 6.9427202665947965
('polite', 'disappointing') = 6.9427202665947965
('polite', 'way') = 6.9427202665947965
('polite', 'worth') = 6.9427202665947965
('smile', 'smile') = 6.9427202665947965
('wine', 'highlight') = 6.940913509889166
('race', 'run') = 6.940913509889166
('convenient', 'spotless') = 6.94001097933681
('gentleman', 'working') = 6.94001097933681
('san', 'knowledgeable') = 6.939109013042417
('buildings', 'historic') = 6.939109013042417
('pleasure', 'knowledgeable') = 6.939109013042417
('character', 'historic') = 6.939109013042417
('centre', 'attractive') = 6.939109013042417
('cute', 'small') = 6.939109013042417
('expected', 'dirty') = 6.939109013042417
('doubt', 'are') = 6.939109013042417
('dinner', 'reception') = 6.939109013042417
('for', 'cater') = 6.939109013042417
('big', 'needs') = 6.939109013042417
('lobby', 'reception') = 6.939109013042417
('clerk', 'acknowledge') = 6.939109013042417
('clerk', 'arrogant') = 6.939109013042417
('feel', 'bit') = 6.939109013042417
('feel', 'one') = 6.939109013042417
('need', 'pool') = 6.935506776362222
('need', 'showing') = 6.935506776362222
('need', 'beds') = 6.935506776362222
('modest', 'comfortable') = 6.9337090252998275
('features', 'important') = 6.931913511638213
('happy', 'kept') = 6.931913511638213
('like', 'concern') = 6.931913511638213
('like', 'sounds') = 6.931913511638213
('like', 'problem') = 6.931913511638213
('mind', 'people') = 6.931913511638213
('mind', 'construction') = 6.931913511638213
('time', 'spend') = 6.930524969624491
('tray', 'nothing') = 6.930120229815163
('luxurious', 'nothing') = 6.930120229815163
('crazy', 'nothing') = 6.930120229815163
('priced', 'nothing') = 6.930120229815163
('away', 'nothing') = 6.930120229815163
('seemed', 'nothing') = 6.930120229815163
('perfect', 'nothing') = 6.930120229815163
('peaceful', 'very') = 6.930120229815163
('peaceful', 'place') = 6.930120229815163
('picture', 'attached') = 6.930120229815163
('hospitality', 'pleasing') = 6.930120229815163
('fare', 'typical') = 6.930120229815163
('best', 'area') = 6.928742297484158
('continental', 'stocked') = 6.928329174289175
('contact', 'get') = 6.928329174289175
('contact', 'made') = 6.928329174289175
('coupon', 'used') = 6.928329174289175
('family', 'getaway') = 6.9256467532358545
('cleanliness', 'staff') = 6.9231674691733955
('conference', 'quality') = 6.921187105045155
('screen', 'quality') = 6.921187105045155
('appointed', 'quality') = 6.921187105045155
('limited', 'quality') = 6.921187105045155
('top', 'quality') = 6.921187105045155
('expectations', 'set') = 6.921187105045155
('expensive', 'walk') = 6.921187105045155
('courteous', 'allowed') = 6.921187105045155
('courteous', 'care') = 6.921187105045155
('island', 'spend') = 6.9211871050451546
('swimming', 'spend') = 6.9211871050451546
('pleasure', 'spend') = 6.9211871050451546
('odd', 'room') = 6.9211871050451546
('amazing', 'flexible') = 6.9211871050451546
('road', 'nestled') = 6.9211871050451546
('tea', 'complimentary') = 6.91962947933879
('buy', 'more') = 6.917629285631966
('sound', 'bonus') = 6.917629285631966
('fresh', 'bonus') = 6.917629285631966
('season', 'bonus') = 6.917629285631966
('desirable', 'more') = 6.917629285631966
('down', 'spacious') = 6.917629285631966
('fee', 'understand') = 6.917629285631966
('call', 'make') = 6.916563648473416
('star', 'like') = 6.914523374764144
('bugs', 'like') = 6.914523374764144
('boy', 'wrong') = 6.914080218550895
('hosts', 'gracious') = 6.914080218550895
('reservation', 'accepted') = 6.914080218550895
('better', 'visited') = 6.914080218550895
('better', 'size') = 6.914080218550895
('better', 'visit') = 6.914080218550895
('better', 'asked') = 6.914080218550895
('looking', 'changed') = 6.914080218550895
('looking', 'dark') = 6.914080218550895
('make', 'memorable') = 6.910539860845646
('efficient', 'consistent') = 6.910539860845646
('name', 'know') = 6.910539860845646
('mattress', 'highlight') = 6.910539860845646
('old', 'chic') = 6.910539860845646
('couple', 'getaway') = 6.910539860845646
('bonus', 'rooms') = 6.910539860845646
('graduation', 'rooms') = 6.910539860845646
('her', 'help') = 6.90995064497432
('beauty', 'location') = 6.909361669648366
('patio', 'upper') = 6.908772934671459
('quality', 'rooms') = 6.908037353642476
('tried', 'say') = 6.907890282431698
('outstanding', 'stay') = 6.906302867959176
('paper', 'falling') = 6.905245561176134
('bust', 'hotel') = 6.905245561176133
('paid', 'feel') = 6.903485103311696
('paid', 'notch') = 6.903485103311696
('state', 'down') = 6.903485103311696
('curtains', 'down') = 6.903485103311696
('away', 'feel') = 6.903485103311696
('away', 'down') = 6.903485103311696
('little', 'feel') = 6.903485103311696
('elegant', 'feel') = 6.903485103311696
('elegant', 'notch') = 6.903485103311696
('parts', 'feel') = 6.903485103311696
('route', 'feel') = 6.903485103311696
('block', 'down') = 6.903485103311696
('know', 'paid') = 6.903485103311696
('know', 'gave') = 6.903485103311696
('know', 'be') = 6.903485103311696
('know', 'value') = 6.903485103311696
('idea', 'low') = 6.903485103311696
('had', 'greeting') = 6.903485103311696
('help', 'staff') = 6.903485103311696
('improvement', 'made') = 6.900848437867068
('camper', 'happy') = 6.899970619135459
('truck', 'driving') = 6.899970619135459
('truck', 'sleep') = 6.899970619135459
('hair', 'long') = 6.89807050888343
('offered', 'pleased') = 6.8973403630907875
('professionalism', 'pleased') = 6.8973403630907875
('awesome', 'surprise') = 6.8973403630907875
('taxis', 'find') = 6.896464675633924
('nobody', 'find') = 6.896464675633924
('ate', 'thought') = 6.896464675633924
('disappointed', 'thought') = 6.896464675633924
('while', 'find') = 6.896464675633924
('task', 'find') = 6.896464675633924
('damage', 'recent') = 6.896464675633924
('pillow', 'find') = 6.896464675633924
('sofa', 'find') = 6.896464675633924
('another', 'find') = 6.896464675633924
('remote', 'find') = 6.896464675633924
('frills', 'find') = 6.896464675633924
('slept', 'thought') = 6.896464675633924
('slept', 'find') = 6.896464675633924
('eateries', 'find') = 6.896464675633924
('item', 'find') = 6.896464675633924
('storm', 'recent') = 6.896464675633924
('blankets', 'thought') = 6.896464675633924
('exception', 'find') = 6.896464675633924
('country', 'find') = 6.896464675633924
('tables', 'find') = 6.896464675633924
('turn', 'thought') = 6.896464675633924
('into', 'broken') = 6.896464675633924
('dark', 'find') = 6.896464675633924
('plus', 'door') = 6.896464675633924
('accommodation', 'basic') = 6.896464675633924
('quality', 'beds') = 6.895964521341901
('neighbors', 'noisy') = 6.8955895193796755
('inns', 'functional') = 6.894714893683964
('linens', 'elegant') = 6.894714893683964
('outstanding', 'go') = 6.894714893683964
('outstanding', 'area') = 6.894714893683964
('classic', 'close') = 6.892967231397697
('order', 'issue') = 6.892967231397697
('summer', 'issue') = 6.892967231397697
('key', 'issue') = 6.892967231397697
('health', 'issue') = 6.892967231397697
('sink', 'issue') = 6.892967231397697
('quiet', 'section') = 6.892967231397697
('neighborhood', 'desirable') = 6.892967231397697
('credit', 'certain') = 6.892967231397697
('much', 'look') = 6.892967231397697
('photos', 'like') = 6.891803298264061
('yard', 'charming') = 6.889478245317817
('appointed', 'charming') = 6.889478245317817
('affordable', 'charming') = 6.889478245317817
('tlc', 'needed') = 6.889478245317817
('barbara', 'charming') = 6.889478245317817
('faucet', 'broke') = 6.889478245317817
('slow', 'broke') = 6.889478245317817
('sandwich', 'typical') = 6.889478245317817
('drop', 'real') = 6.889478245317817
('rest', 'forget') = 6.889478245317817
('love', 'cool') = 6.889478245317817
('love', 'plentiful') = 6.889478245317817
('love', 'charm') = 6.889478245317817
('property', 'safety') = 6.889478245317817
('views', 'spectacular') = 6.886190821377426
('oatmeal', 'liked') = 6.885997676582855
('sausage', 'local') = 6.885997676582855
('notch', 'paid') = 6.885997676582855
('included', 'welcome') = 6.88252548467605
('terrific', 'ok') = 6.88252548467605
('environment', 'hospitable') = 6.88252548467605
('touch', 'classy') = 6.88252548467605
('expected', 'seemed') = 6.88252548467605
('expected', 'work') = 6.88252548467605
('pools', 'pristine') = 6.88252548467605
('busy', 'front') = 6.88252548467605
('busy', 'reception') = 6.88252548467605
('thought', 'fine') = 6.88252548467605
('bar', 'reception') = 6.88252548467605
('reviews', 'nervous') = 6.88252548467605
('pleasant', 'place') = 6.882140200913341
('say', 'time') = 6.8816587408585175
('better', 'quality') = 6.8816587408585175
('mildew', 'serious') = 6.880792517451595
('bad', 'need') = 6.880792517451595
('motels', 'expect') = 6.880792517451595
('items', 'getaway') = 6.880792517451594
('easy', 'are') = 6.880215323988849
('big', 'area') = 6.880215323988849
('was', 'lack') = 6.879638361357328
('exceptional', 'say') = 6.876181422704359
('york', 'new') = 6.875606070736259
('small', 'intimate') = 6.875606070736259
('said', 'make') = 6.87474347277879
('tiny', 'make') = 6.87474347277879
('shopping', 'antique') = 6.873881390266798
('pictures', 'nothing') = 6.873536701448796
('trip', 'highlight') = 6.873450542110427
('happy', 'area') = 6.873019822584645
('happy', 'location') = 6.873019822584645
('quality', 'room') = 6.87288090822886
('best', 'door') = 6.8721587691177906
('changed', 'wanted') = 6.86871968515102
('lunch', 'wanted') = 6.86871968515102
('sites', 'wanted') = 6.86871968515102
('band', 'wanted') = 6.86871968515102
('impeccable', 'outstanding') = 6.86871968515102
('mom', 'read') = 6.86871968515102
('sketchy', 'bad') = 6.86871968515102
('marriott', 'attached') = 6.86871968515102
('hospitality', 'appreciated') = 6.86871968515102
('mattress', 'very') = 6.86871968515102
('city', 'section') = 6.86871968515102
('kitchen', 'lead') = 6.86871968515102
('kitchen', 'prefer') = 6.86871968515102
('luxury', 'sure') = 6.86871968515102
('decent', 'forget') = 6.86871968515102
('broken', 'live') = 6.86871968515102
('smile', 'gave') = 6.86871968515102
('beautiful', 'maintained') = 6.86871968515102
('plaza', 'set') = 6.868719685151019
('sights', 'set') = 6.868719685151019
('tour', 'set') = 6.868719685151019
('sleeping', 'set') = 6.868719685151019
('blinds', 'set') = 6.868719685151019
('cleaned', 'neat') = 6.868719685151019
('homes', 'neat') = 6.868719685151019
('transport', 'accessible') = 6.868719685151019
('terrace', 'outdoor') = 6.868719685151019
('fresh', 'set') = 6.868719685151019
('lacking', 'amazing') = 6.868719685151019
('locations', 'greatest') = 6.868719685151019
('least', 'expensive') = 6.868719685151019
('hall', 'drunk') = 6.868719685151019
('door', 'greeting') = 6.868719685151019
('fun', 'time') = 6.867983803961441
('employee', 'understand') = 6.867003212561998
('complaint', 'understand') = 6.867003212561998
('complaint', 'feeling') = 6.867003212561998
('checked', 'decided') = 6.866145741487193
('checked', 'cleaned') = 6.866145741487193
('checked', 'walked') = 6.866145741487193
('safe', 'working') = 6.860157671647595
('kids', 'thinking') = 6.860157671647595
('wait', 'long') = 6.8600024680499105
('lines', 'long') = 6.8600024680499105
('found', 'nothing') = 6.859730901923765
('looked', 'inviting') = 6.858451349697193
('attractions', 'appreciate') = 6.858451349697193
('enjoyed', 'appreciate') = 6.858451349697193
('mornings', 'busy') = 6.85731492187877
('loved', 'food') = 6.856747043484944
('loved', 'ended') = 6.856747043484944
('loved', 'neighborhood') = 6.856747043484944
('loved', 'picked') = 6.856747043484944
('loved', 'beat') = 6.856747043484944
('loved', 'own') = 6.856747043484944
('loved', 'done') = 6.856747043484944
('loved', 'soft') = 6.856747043484944
('loved', 'worth') = 6.856747043484944
('loved', 'here') = 6.856747043484944
('shops', 'quaint') = 6.856747043484943
('seat', 'love') = 6.855044748253943
('loud', 'pool') = 6.855044748253943
('loud', 'turned') = 6.855044748253943
('loud', 'disrespectful') = 6.855044748253943
('loud', 'positive') = 6.855044748253943
('loud', 'door') = 6.855044748253943
('loud', 'smelled') = 6.855044748253943
('noise', 'mild') = 6.855044748253943
('u', 'expect') = 6.852778141281998
('state', 'unique') = 6.851646171792078
('relaxing', 'unique') = 6.851646171792078
('dcor', 'unique') = 6.851646171792078
('felt', 'unique') = 6.851646171792078
('ways', 'unique') = 6.851646171792078
('inns', 'comparable') = 6.851646171792078
('plenty', 'comparable') = 6.851646171792078
('make', 'dirty') = 6.851646171792078
('make', 'area') = 6.851646171792078
('reasonable', 'spent') = 6.851646171792078
('reasonable', 'location') = 6.851646171792078
('dinner', 'accommodation') = 6.851646171792078
('for', 'suitable') = 6.851646171792078
('noisy', 'gave') = 6.851646171792078
('noisy', 'convenience') = 6.851646171792078
('noisy', 'family') = 6.851646171792078
('noisy', 'low') = 6.851646171792078
('noisy', 'bed') = 6.851646171792078
('date', 'part') = 6.851646171792078
('date', 'turn') = 6.851646171792078
('date', 'so') = 6.851646171792078
('date', 'seems') = 6.851646171792078
('date', 'bed') = 6.851646171792078
('peaceful', 'time') = 6.849949881131179
('rating', 'zero') = 6.849949881131179
('then', 'use') = 6.849949881131179
('thanks', 'time') = 6.849949881131179
('needed', 'disappointed') = 6.8491024831386
('needed', 'said') = 6.8491024831386
('needed', 'found') = 6.8491024831386
('good', 'lots') = 6.848890711389098
('chance', 'welcomed') = 6.848255582591304
('need', 'run') = 6.848043935111883
('told', 'like') = 6.8474091789056075
('pot', 'like') = 6.8474091789056075
('building', 'historic') = 6.845999608650936
('gave', 'usual') = 6.844872943196652
('foods', 'usual') = 6.844872943196652
('pastries', 'usual') = 6.844872943196652
('cereal', 'usual') = 6.844872943196652
('stars', 'bright') = 6.844872943196652
('same', 'surprise') = 6.844872943196652
('find', 'hard') = 6.844872943196652
('find', 'sure') = 6.844872943196652
('was', 'careful') = 6.844872943196652
('hospital', 'treated') = 6.844872943196652
('hospital', 'returned') = 6.844872943196652
('fruit', 'expected') = 6.843184593043882
('seemed', 'expected') = 6.843184593043882
('company', 'expected') = 6.843184593043882
('realize', 'expected') = 6.843184593043882
('dining', 'outdoor') = 6.843184593043882
('attentive', 'brilliant') = 6.843184593043882
('attentive', 'included') = 6.843184593043882
('able', 'room') = 6.843184593043882
('color', 'much') = 6.8431845930438815
('ask', 'much') = 6.8431845930438815
('world', 'delightful') = 6.8431845930438815
('offered', 'delightful') = 6.8431845930438815
('antiques', 'delightful') = 6.8431845930438815
('say', 'there') = 6.8431845930438815
('convenient', 'comfortable') = 6.842943561376646
('neat', 'spacious') = 6.842341158327729
('pleasant', 'greeting') = 6.841498216415995
('boys', 'enjoy') = 6.838131365317596
('fish', 'enjoy') = 6.838131365317596
('ocean', 'enjoy') = 6.838131365317596
('skills', 'enjoy') = 6.838131365317596
('stains', 'odd') = 6.838131365317596
('spend', 'found') = 6.838131365317596
('spend', 'recommend') = 6.838131365317596
('touch', 'elegant') = 6.838131365317596
('light', 'clear') = 6.838131365317596
('gorgeous', 'seemed') = 6.838131365317596
('available', 'fresh') = 6.838131365317596
('thought', 'changed') = 6.838131365317596
('thought', 'dark') = 6.838131365317596
('thought', 'visit') = 6.838131365317596
('concern', 'first') = 6.838131365317596
('this', 'accommodation') = 6.835251733541409
('much', 'rooms') = 6.835251733541409
('recommend', 'impressed') = 6.834772353227682
('excellent', 'treat') = 6.834772353227682
('excellent', 'keeping') = 6.834772353227682
('excellent', 'lot') = 6.834772353227682
('excellent', 'spoke') = 6.834772353227682
('excellent', 'ate') = 6.834772353227682
('inviting', 'clean') = 6.833482505094478
('star', 'lack') = 6.833095775420299
('party', 'drunk') = 6.833095775420299
('know', 'worked') = 6.833095775420299
('know', 'felt') = 6.833095775420299
('convenient', 'neighborhood') = 6.833095775420298
('convenient', 'decorated') = 6.833095775420298
('convenient', 'beat') = 6.833095775420298
('convenient', 'next') = 6.833095775420298
('convenient', 'way') = 6.833095775420298
('convenient', 'view') = 6.833095775420298
('convenient', 'sure') = 6.833095775420298
('weekends', 'expensive') = 6.828077700653674
('waitress', 'know') = 6.828077700653674
('highways', 'know') = 6.828077700653674
('walked', 'know') = 6.828077700653674
('computer', 'know') = 6.828077700653674
('truth', 'acceptable') = 6.828077700653674
('girl', 'personable') = 6.828077700653674
